Image,Time Processed,Hemostasis,Inflammation,Proliferation/Maturation
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-08\2022-11-11-13-09-33.jpg,14/12/2022 11:42:20,0.012296274,0.034784395,0.95291936
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-08\2022-11-11-13-09-41.jpg,14/12/2022 11:42:21,0.01120807,0.03514651,0.95364547
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-16-32.jpg,14/12/2022 11:42:21,0.016958622,0.039180204,0.9438612
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-16-40.jpg,14/12/2022 11:42:21,0.019235257,0.046930503,0.93383425
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-16-48.jpg,14/12/2022 11:42:22,0.020059723,0.050867893,0.9290723
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-16-55.jpg,14/12/2022 11:42:22,0.019446034,0.043820474,0.9367334
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-17-03.jpg,14/12/2022 11:42:22,0.01591189,0.046995442,0.93709266
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-17-10.jpg,14/12/2022 11:42:23,0.01720256,0.050582293,0.93221503
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-17-18.jpg,14/12/2022 11:42:23,0.014317281,0.043344796,0.942338
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-17-25.jpg,14/12/2022 11:42:23,0.013613245,0.03649745,0.9498893
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-17-33.jpg,14/12/2022 11:42:24,0.01369187,0.03863686,0.9476713
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-17-41.jpg,14/12/2022 11:42:24,0.011803267,0.033810105,0.95438665
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-16\2022-11-11-13-17-49.jpg,14/12/2022 11:42:24,0.009462037,0.027998112,0.96253985
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-38-07.jpg,14/12/2022 11:42:25,0.015053831,0.047598664,0.93734753
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-38-15.jpg,14/12/2022 11:42:25,0.014201027,0.04201602,0.9437829
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-38-22.jpg,14/12/2022 11:42:25,0.014943002,0.04730792,0.9377491
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-38-29.jpg,14/12/2022 11:42:26,0.015628723,0.048917994,0.93545336
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-38-37.jpg,14/12/2022 11:42:26,0.014148069,0.04841389,0.937438
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-38-44.jpg,14/12/2022 11:42:26,0.01560227,0.05412336,0.9302744
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-38-51.jpg,14/12/2022 11:42:27,0.0125918975,0.047323477,0.9400846
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-38-59.jpg,14/12/2022 11:42:27,0.012763804,0.044451974,0.9427843
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-39-07.jpg,14/12/2022 11:42:28,0.011321622,0.040709402,0.947969
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-39-14.jpg,14/12/2022 11:42:28,0.010162628,0.03459569,0.9552416
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-38\2022-11-11-13-39-22.jpg,14/12/2022 11:42:28,0.008481591,0.029585043,0.96193343
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-46-13.jpg,14/12/2022 11:42:29,0.018764088,0.0575388,0.9236971
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-46-21.jpg,14/12/2022 11:42:29,0.021458693,0.065580554,0.9129608
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-46-29.jpg,14/12/2022 11:42:29,0.022880804,0.070355095,0.9067641
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-46-36.jpg,14/12/2022 11:42:30,0.024347961,0.076025404,0.8996266
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-46-44.jpg,14/12/2022 11:42:30,0.022387309,0.07084117,0.9067715
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-46-51.jpg,14/12/2022 11:42:30,0.02418578,0.08004105,0.8957731
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-46-59.jpg,14/12/2022 11:42:31,0.020075062,0.06919931,0.9107256
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-47-06.jpg,14/12/2022 11:42:31,0.018504398,0.062995724,0.9184999
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-47-14.jpg,14/12/2022 11:42:31,0.017709486,0.05947701,0.9228135
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-47-22.jpg,14/12/2022 11:42:32,0.016761921,0.05447378,0.9287642
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-46\2022-11-11-13-47-30.jpg,14/12/2022 11:42:32,0.015858902,0.051493164,0.932648
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-54-21.jpg,14/12/2022 11:42:33,0.01411733,0.05083852,0.9350441
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-54-29.jpg,14/12/2022 11:42:33,0.014894138,0.054107584,0.93099827
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-54-36.jpg,14/12/2022 11:42:33,0.015040349,0.055286177,0.92967343
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-54-43.jpg,14/12/2022 11:42:34,0.012498586,0.04973765,0.93776375
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-54-51.jpg,14/12/2022 11:42:34,0.013103878,0.05055241,0.9363437
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-54-58.jpg,14/12/2022 11:42:34,0.012671638,0.05247951,0.93484896
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-55-06.jpg,14/12/2022 11:42:35,0.011743703,0.049474824,0.9387815
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-55-13.jpg,14/12/2022 11:42:35,0.012122989,0.047416754,0.9404603
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-55-21.jpg,14/12/2022 11:42:35,0.010132777,0.040869676,0.94899756
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-55-29.jpg,14/12/2022 11:42:36,0.008437988,0.0325355,0.9590265
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-13-54\2022-11-11-13-55-36.jpg,14/12/2022 11:42:36,0.007368403,0.030013224,0.9626184
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-02-29.jpg,14/12/2022 11:42:37,0.016782546,0.061749022,0.92146844
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-02-37.jpg,14/12/2022 11:42:37,0.017199436,0.06411666,0.9186839
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-02-44.jpg,14/12/2022 11:42:37,0.019226952,0.07014696,0.91062605
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-02-51.jpg,14/12/2022 11:42:38,0.018002683,0.070459954,0.9115374
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-02-59.jpg,14/12/2022 11:42:38,0.015227404,0.06653054,0.9182421
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-03-07.jpg,14/12/2022 11:42:38,0.016599663,0.07392214,0.9094781
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-03-14.jpg,14/12/2022 11:42:39,0.015057185,0.06740588,0.9175369
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-03-21.jpg,14/12/2022 11:42:39,0.012950907,0.062272537,0.9247766
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-03-29.jpg,14/12/2022 11:42:39,0.010929117,0.054454938,0.93461597
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-03-37.jpg,14/12/2022 11:42:40,0.009516503,0.046904612,0.9435788
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-02\2022-11-11-14-03-45.jpg,14/12/2022 11:42:40,0.008539004,0.04287848,0.9485825
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-10\2022-11-11-14-10-36.jpg,14/12/2022 11:42:41,0.01017953,0.029843321,0.9599772
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-10\2022-11-11-14-10-44.jpg,14/12/2022 11:42:41,0.011981237,0.034228634,0.9537901
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-10\2022-11-11-14-10-51.jpg,14/12/2022 11:42:41,0.013759994,0.039320942,0.946919
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-10\2022-11-11-14-10-59.jpg,14/12/2022 11:42:42,0.014054707,0.04152992,0.9444154
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-10\2022-11-11-14-11-06.jpg,14/12/2022 11:42:42,0.015028241,0.04165793,0.9433137
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-32-10.jpg,14/12/2022 11:42:42,0.005378091,0.023208478,0.9714135
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-32-18.jpg,14/12/2022 11:42:43,0.0044180728,0.021018004,0.97456384
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-32-25.jpg,14/12/2022 11:42:43,0.005601831,0.023699606,0.97069854
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-32-32.jpg,14/12/2022 11:42:44,0.0027355312,0.013822303,0.9834421
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-32-39.jpg,14/12/2022 11:42:44,0.0034629614,0.018008718,0.9785283
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-32-47.jpg,14/12/2022 11:42:44,0.0031651396,0.015988197,0.9808466
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-32-54.jpg,14/12/2022 11:42:45,0.002861699,0.01551189,0.9816264
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-33-02.jpg,14/12/2022 11:42:45,0.0023920382,0.013778943,0.98382896
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-33-10.jpg,14/12/2022 11:42:45,0.0024273305,0.011531969,0.9860407
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-33-18.jpg,14/12/2022 11:42:46,0.001954068,0.01039669,0.98764926
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-32\2022-11-11-14-33-25.jpg,14/12/2022 11:42:46,0.0024720673,0.011317199,0.98621076
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-40-17.jpg,14/12/2022 11:42:46,0.0011189422,0.0062995716,0.99258137
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-40-25.jpg,14/12/2022 11:42:47,0.0011146637,0.00631019,0.99257517
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-40-33.jpg,14/12/2022 11:42:47,0.0013560818,0.00825502,0.99038893
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-40-40.jpg,14/12/2022 11:42:48,0.0012299148,0.007803123,0.990967
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-40-47.jpg,14/12/2022 11:42:48,0.0010965541,0.0071451175,0.9917583
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-40-55.jpg,14/12/2022 11:42:48,0.0012357875,0.008135627,0.99062854
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-41-02.jpg,14/12/2022 11:42:49,0.0011746467,0.007645763,0.99117965
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-41-10.jpg,14/12/2022 11:42:49,0.0009653678,0.0062198527,0.99281466
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-41-18.jpg,14/12/2022 11:42:49,0.0009308492,0.0058707055,0.99319845
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-41-25.jpg,14/12/2022 11:42:50,0.00095689093,0.00587636,0.99316674
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-40\2022-11-11-14-41-33.jpg,14/12/2022 11:42:50,0.0009008352,0.005433143,0.993666
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-48-25.jpg,14/12/2022 11:42:51,0.0014313712,0.007725749,0.99084294
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-48-33.jpg,14/12/2022 11:42:51,0.0013824286,0.0075861914,0.9910314
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-48-40.jpg,14/12/2022 11:42:52,0.0015836088,0.00903544,0.98938096
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-48-47.jpg,14/12/2022 11:42:52,0.0013797632,0.008096777,0.9905234
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-48-55.jpg,14/12/2022 11:42:53,0.0012230818,0.007074295,0.9917026
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-49-02.jpg,14/12/2022 11:42:53,0.0012115592,0.006925369,0.991863
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-49-10.jpg,14/12/2022 11:42:54,0.0010895174,0.0063366527,0.99257386
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-49-17.jpg,14/12/2022 11:42:54,0.0012926938,0.007205259,0.99150205
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-49-25.jpg,14/12/2022 11:42:55,0.0011604659,0.006261313,0.9925783
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-49-33.jpg,14/12/2022 11:42:55,0.0010119093,0.0055751647,0.9934129
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-48\2022-11-11-14-49-40.jpg,14/12/2022 11:42:55,0.0009248979,0.0048105177,0.99426466
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-56-32.jpg,14/12/2022 11:42:56,0.002493455,0.012953436,0.9845531
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-56-40.jpg,14/12/2022 11:42:56,0.0028446561,0.0149037605,0.9822515
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-56-48.jpg,14/12/2022 11:42:56,0.0034242321,0.016046062,0.98052967
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-56-55.jpg,14/12/2022 11:42:57,0.0051387055,0.022639735,0.9722216
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-57-03.jpg,14/12/2022 11:42:57,0.0030423328,0.014928282,0.9820294
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-57-10.jpg,14/12/2022 11:42:58,0.0029611336,0.015004435,0.98203444
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-57-18.jpg,14/12/2022 11:42:58,0.0030253134,0.014999122,0.9819756
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-57-25.jpg,14/12/2022 11:42:58,0.0033603325,0.015746137,0.9808935
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-57-33.jpg,14/12/2022 11:42:59,0.0050079976,0.021244857,0.9737471
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-57-41.jpg,14/12/2022 11:42:59,0.0018727636,0.009357007,0.98877025
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-14-56\2022-11-11-14-57-49.jpg,14/12/2022 11:43:00,0.0020261738,0.009764359,0.98820937
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-15-04\2022-11-11-15-04-41.jpg,14/12/2022 11:43:00,0.0033794427,0.013656233,0.98296434
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-15-04\2022-11-11-15-04-48.jpg,14/12/2022 11:43:01,0.003261599,0.013323267,0.98341507
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-15-04\2022-11-11-15-04-56.jpg,14/12/2022 11:43:01,0.003656751,0.014718336,0.9816249
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-15-04\2022-11-11-15-05-03.jpg,14/12/2022 11:43:01,0.0029845748,0.0136537375,0.98336166
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-15-04\2022-11-11-15-05-11.jpg,14/12/2022 11:43:02,0.003053625,0.015195257,0.98175114
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_1\2022-11-11-15-04\2022-11-11-15-05-18.jpg,14/12/2022 11:43:02,0.0030563215,0.015600669,0.981343
